,NAME,Address1,Address2,PHONE,street address,city,zipcode
3462,Protestant Reformed Church,"553 E 158th StSouth Holland, IL 60473","553+E+158th+StSouth+Holland,+IL+60473",(708) 333-1314,553 E 158th St,South Holland,60473
3463,The Shepherd's Community Church,"15924 S Park AveSouth Holland, IL 60473","15924+S+Park+AveSouth+Holland,+IL+60473",(708) 331-5554,15924 S Park Ave,South Holland,60473
3464,Community Of Faith Coch Usa,"3755 W 163rd StMarkham, IL 60428","3755+W+163rd+StMarkham,+IL+60428",(708) 225-0063,3755 W 163rd St,Markham,60428
3465,Christ Universal Temple,"461 Madison AveCalumet City, IL 60409","461+Madison+AveCalumet+City,+IL+60409",(708) 868-5683,461 Madison Ave,Calumet City,60409
3466,Church On Fire Ministries Intl,"1229 King DrSouth Holland, IL 60473","1229+King+DrSouth+Holland,+IL+60473",(708) 331-8377,1229 King Dr,South Holland,60473
3467,River Oaks Community Church,"15910 Cottage Grove AveSouth Holland, IL 60473","15910+Cottage+Grove+AveSouth+Holland,+IL+60473",(708) 331-8881,15910 Cottage Grove Ave,South Holland,60473
3468,Destiny Christian Center,"315 E 161st PlSouth Holland, IL 60473","315+E+161st+PlSouth+Holland,+IL+60473",(708) 339-0004,315 E 161st Pl,South Holland,60473
3469,Glory Cathedral Ministries,"833 E 158th StDolton, IL 60419","833+E+158th+StDolton,+IL+60419",(708) 896-6443,833 E 158th St,Dolton,60419
3470,Spirit Of God Fellowship,"16400 State StSouth Holland, IL 60473","16400+State+StSouth+Holland,+IL+60473",(708) 331-1234,16400 State St,South Holland,60473
3471,United Pentecostal Church,"16423 Lathrop AveHarvey, IL 60426","16423+Lathrop+AveHarvey,+IL+60426",(708) 339-5800,16423 Lathrop Ave,Harvey,60426
3472,Free Spirit Ministerial Church,"16012 Cottage Grove AveSouth Holland, IL 60473","16012+Cottage+Grove+AveSouth+Holland,+IL+60473",(708) 333-3733,16012 Cottage Grove Ave,South Holland,60473
3473,Greater Christian Center,"8311 S 78th CtJustice, IL 60458","8311+S+78th+CtJustice,+IL+60458",(630) 217-1806,8311 S 78th Ct,Justice,60458
3474,Chosen One Ministries,"1630 E 154th StDolton, IL 60419","1630+E+154th+StDolton,+IL+60419",(708) 880-1914,1630 E 154th St,Dolton,60419
3475,Moraine Valley Community Church,"8601 W 107th StPalos Hills, IL 60465","8601+W+107th+StPalos+Hills,+IL+60465",(708) 598-4434,8601 W 107th St,Palos Hills,60465
3476,Heritage of Life Covenant,"16779 Trapet AveHazel Crest, IL 60429","16779+Trapet+AveHazel+Crest,+IL+60429",(708) 756-1678,16779 Trapet Ave,Hazel Crest,60429
3477,Grace Missionary Baptist Church,"16650 Crawford AveMarkham, IL 60428","16650+Crawford+AveMarkham,+IL+60428",(708) 339-2060,16650 Crawford Ave,Markham,60428
3478,Love Community Church of God In Christ,"1701 167th StHazel Crest, IL 60429","1701+167th+StHazel+Crest,+IL+60429",(708) 335-3125,1701 167th St,Hazel Crest,60429
3479,St Anne Parish,"16801 Dixie HwyHazel Crest, IL 60429","16801+Dixie+HwyHazel+Crest,+IL+60429",(708) 335-1792,16801 Dixie Hwy,Hazel Crest,60429
3480,Calvary Community Church,"16341 S Park AveSouth Holland, IL 60473","16341+S+Park+AveSouth+Holland,+IL+60473",(708) 339-1133,16341 S Park Ave,South Holland,60473
3481,American Catholic Press,"16565 State StSouth Holland, IL 60473","16565+State+StSouth+Holland,+IL+60473",(708) 331-5485,16565 State St,South Holland,60473
3482,Kingdom Life Worship Center,"16423 Halsted StHarvey, IL 60426","16423+Halsted+StHarvey,+IL+60426",(708) 825-9539,16423 Halsted St,Harvey,60426
3483,Oak Lawn Christian Reformed Church,"9350 S 54th AveOak Lawn, IL 60453","9350+S+54th+AveOak+Lawn,+IL+60453",(708) 636-0758,9350 S 54th Ave,Oak Lawn,60453
3484,Oak Lawn Nazarene,"6343 W 90th PlOak Lawn, IL 60453","6343+W+90th+PlOak+Lawn,+IL+60453",(708) 599-5559,6343 W 90th Pl,Oak Lawn,60453
3485,The Word Seed Church,"15924 Western AveMarkham, IL 60428","15924+Western+AveMarkham,+IL+60428",(708) 333-5253,15924 Western Ave,Markham,60428
3486,Morning Star Christian Assembly,"15921 Wood StHarvey, IL 60426","15921+Wood+StHarvey,+IL+60426",(708) 331-8903,15921 Wood St,Harvey,60426
3487,Saint Mary's Orthodox Church,"6801 W 96th StOak Lawn, IL 60453","6801+W+96th+StOak+Lawn,+IL+60453",(708) 599-1984,6801 W 96th St,Oak Lawn,60453
3488,Christ Our Savior Catholic School,"900 E 154th StSouth Holland, IL 60473","900+E+154th+StSouth+Holland,+IL+60473",(708) 333-8173,900 E 154th St,South Holland,60473
3489,Crestwood Christian Center,"4925 Midlothian TpkeCrestwood, IL 60445","4925+Midlothian+TpkeCrestwood,+IL+60445",(708) 371-6199,4925 Midlothian Tpke,Crestwood,60445
3490,Prayer & Praise Evangelistic,"14401 Halsted StHarvey, IL 60426","14401+Halsted+StHarvey,+IL+60426",(708) 331-0185,14401 Halsted St,Harvey,60426
3491,Back To God Ministries,"6555 W College DrPalos Heights, IL 60463","6555+W+College+DrPalos+Heights,+IL+60463",(708) 371-8700,6555 W College Dr,Palos Heights,60463
3492,Walking by Faith Ministries,"299 Luella AveCalumet City, IL 60409","299+Luella+AveCalumet+City,+IL+60409",(708) 862-4499,299 Luella Ave,Calumet City,60409
3493,Roberts Road Bible Church,"8419 S Roberts RdJustice, IL 60458","8419+S+Roberts+RdJustice,+IL+60458",(708) 598-2330,8419 S Roberts Rd,Justice,60458
3494,New Life Celebration Church Of God,"14243 Dante AveDolton, IL 60419","14243+Dante+AveDolton,+IL+60419",(708) 849-3635,14243 Dante Ave,Dolton,60419
3495,LIFE Church of Chicagoland,"6600 W 127th StPalos Heights, IL 60463","6600+W+127th+StPalos+Heights,+IL+60463",(708) 824-1501,6600 W 127th St,Palos Heights,60463
3496,Abounding Life Church God In,"14615 S Mozart AvePosen, IL 60469","14615+S+Mozart+AvePosen,+IL+60469",(708) 371-0386,14615 S Mozart Ave,Posen,60469
3497,The St. John Baptist Catholic Church,"15746 Union AveHarvey, IL 60426","15746+Union+AveHarvey,+IL+60426",(708) 333-0184,15746 Union Ave,Harvey,60426
3498,Calvary Church Of The Nazarene,"5536 131st StCrestwood, IL 60418","5536+131st+StCrestwood,+IL+60418",(708) 597-6122,5536 131st St,Crestwood,60418
3499,Hope Chapel Foursquare,"9520 Merton AveOak Lawn, IL 60453","9520+Merton+AveOak+Lawn,+IL+60453",(708) 499-1067,9520 Merton Ave,Oak Lawn,60453
3500,Our Savior Lutheran Church,"8607 Narragansett AveBurbank, IL 60459","8607+Narragansett+AveBurbank,+IL+60459",(708) 599-4780,8607 Narragansett Ave,Burbank,60459
3501,Bridgeview Church Of Christ,"7303 W 83rd StBridgeview, IL 60455","7303+W+83rd+StBridgeview,+IL+60455",(708) 599-0080,7303 W 83rd St,Bridgeview,60455
3502,Mosque Foundation,"7360 W 93rd StBridgeview, IL 60455","7360+W+93rd+StBridgeview,+IL+60455",(708) 430-5666,7360 W 93rd St,Bridgeview,60455
3503,Greater Love Church Of God In Christ,"14616 S Western AvePosen, IL 60469","14616+S+Western+AvePosen,+IL+60469",(708) 824-9475,14616 S Western Ave,Posen,60469
3504,Mass Ron,"5757 W 127th StPalos Heights, IL 60463","5757+W+127th+StPalos+Heights,+IL+60463",(708) 597-8850,5757 W 127th St,Palos Heights,60463
3505,Ruff Day Traders,"14926 Honore AveHarvey, IL 60426","14926+Honore+AveHarvey,+IL+60426",(708) 566-5051,14926 Honore Ave,Harvey,60426
3506,Unity Fellowship Church Of Christ,"515 E 147th PlHarvey, IL 60426","515+E+147th+PlHarvey,+IL+60426",(708) 339-9323,515 E 147th Pl,Harvey,60426
3507,Zion Travelers,"14875 Wallace StHarvey, IL 60426","14875+Wallace+StHarvey,+IL+60426",(708) 210-9531,14875 Wallace St,Harvey,60426
3508,Central Christian Church,"15215 Center AveHarvey, IL 60426","15215+Center+AveHarvey,+IL+60426",(708) 333-7305,15215 Center Ave,Harvey,60426
3509,Bel Aire Park Baptist Church,"15447 Troy AveMarkham, IL 60428","15447+Troy+AveMarkham,+IL+60428",(708) 331-1966,15447 Troy Ave,Markham,60428
3510,New Birth of Love Baptist Church,"15044 Beachview TerDolton, IL 60419","15044+Beachview+TerDolton,+IL+60419",(708) 201-9187,15044 Beachview Ter,Dolton,60419
3511,Victory Temple Church Cogic,"15734 Kedzie AveMarkham, IL 60428","15734+Kedzie+AveMarkham,+IL+60428",(708) 596-5455,15734 Kedzie Ave,Markham,60428
3512,Lutheran Church-Resurrection,"15050 Central AveOak Forest, IL 60452","15050+Central+AveOak+Forest,+IL+60452",(708) 687-2170,15050 Central Ave,Oak Forest,60452
3513,Mt Zion Missionary Baptist Church,"15354 8th AvePhoenix, IL 60426","15354+8th+AvePhoenix,+IL+60426",(708) 339-1026,15354 8th Ave,Phoenix,60426
3514,Kingdom Hall-Jehovah's Witness,"2875 W 159th StMarkham, IL 60428","2875+W+159th+StMarkham,+IL+60428",(708) 339-8899,2875 W 159th St,Markham,60428
3515,Oak Tree Community Church,"15601 Lamon AveOak Forest, IL 60452","15601+Lamon+AveOak+Forest,+IL+60452",(708) 687-2230,15601 Lamon Ave,Oak Forest,60452
3516,Redeemer Preschool,"4955 158th StOak Forest, IL 60452","4955+158th+StOak+Forest,+IL+60452",(708) 687-2432,4955 158th St,Oak Forest,60452
3517,Covenant Ucc,"15304 Greenwood RdSouth Holland, IL 60473","15304+Greenwood+RdSouth+Holland,+IL+60473",(708) 333-5956,15304 Greenwood Rd,South Holland,60473
3518,Grace Fellowship Church,"15150 Oak Park AveOak Forest, IL 60452","15150+Oak+Park+AveOak+Forest,+IL+60452",(708) 535-1200,15150 Oak Park Ave,Oak Forest,60452
3519,Ebenezer Pentecostal Church,"6101 107th StChicago Ridge, IL 60415","6101+107th+StChicago+Ridge,+IL+60415",(708) 499-4815,6101 107th St,Chicago Ridge,60415
3520,Jehovah's Witnesses,"14128 Kildare AveCrestwood, IL 60418","14128+Kildare+AveCrestwood,+IL+60418",(708) 597-6673,14128 Kildare Ave,Crestwood,60418
3521,Oak Lawn Congregation Of Jehovah's Witnesses,"9801 Oak Park AveOak Lawn, IL 60453","9801+Oak+Park+AveOak+Lawn,+IL+60453",(708) 599-1717,9801 Oak Park Ave,Oak Lawn,60453
3522,First Apostolic Church,"7301 W 103rd StPalos Hills, IL 60465","7301+W+103rd+StPalos+Hills,+IL+60465",(708) 599-0405,7301 W 103rd St,Palos Hills,60465
3523,Household of Faith Christian Assembly,"3412 W 158th StMarkham, IL 60428","3412+W+158th+StMarkham,+IL+60428",(708) 331-5201,3412 W 158th St,Markham,60428
3524,Greater Saint John Baptist Church,"16601 Wolcott AveMarkham, IL 60428","16601+Wolcott+AveMarkham,+IL+60428",(708) 333-0100,16601 Wolcott Ave,Markham,60428
3525,New Heights SDA Church,"16658 Ashland AveMarkham, IL 60428","16658+Ashland+AveMarkham,+IL+60428",(708) 339-7068,16658 Ashland Ave,Markham,60428
3526,First Methodist Church,"10000 Central AveOak Lawn, IL 60453","10000+Central+AveOak+Lawn,+IL+60453",(708) 423-1170,10000 Central Ave,Oak Lawn,60453
3527,House Of Prayer,"14729 Page AveHarvey, IL 60426","14729+Page+AveHarvey,+IL+60426",(708) 333-5601,14729 Page Ave,Harvey,60426
3528,Christ Bible Center,"15450 Kedzie AveMarkham, IL 60428","15450+Kedzie+AveMarkham,+IL+60428",(708) 339-2093,15450 Kedzie Ave,Markham,60428
3529,Goshen S D A Church,"14400 Maryland AveDolton, IL 60419","14400+Maryland+AveDolton,+IL+60419",(708) 849-4605,14400 Maryland Ave,Dolton,60419
3530,Palos United Methodist Church,"12101 S Harlem AvePalos Heights, IL 60463","12101+S+Harlem+AvePalos+Heights,+IL+60463",(708) 448-0798,12101 S Harlem Ave,Palos Heights,60463
3531,Hickory Hills Presbyterian Church,"8426 W 95th StHickory Hills, IL 60457","8426+W+95th+StHickory+Hills,+IL+60457",(708) 598-3100,8426 W 95th St,Hickory Hills,60457
3532,Church Of Transfiguration,"12219 S 86th AvePalos Park, IL 60464","12219+S+86th+AvePalos+Park,+IL+60464",(708) 448-1200,12219 S 86th Ave,Palos Park,60464
3533,Christ Worship Center,"14130 S Indiana AveRiverdale, IL 60827","14130+S+Indiana+AveRiverdale,+IL+60827",(708) 201-5490,14130 S Indiana Ave,Riverdale,60827
3534,New Zion Christian Fellowship,"14200 Chicago RdDolton, IL 60419","14200+Chicago+RdDolton,+IL+60419",(708) 849-6904,14200 Chicago Rd,Dolton,60419
3535,Kizer Memorial Cogic,"15001 Paulina StHarvey, IL 60426","15001+Paulina+StHarvey,+IL+60426",(708) 596-0436,15001 Paulina St,Harvey,60426
3536,Christ Miracle Healing Center,"15027 Page AveHarvey, IL 60426","15027+Page+AveHarvey,+IL+60426",(708) 333-8014,15027 Page Ave,Harvey,60426
3537,Crossroads Assembly Of God,"8461 State RdBurbank, IL 60459","8461+State+RdBurbank,+IL+60459",(708) 599-8688,8461 State Rd,Burbank,60459
3538,Ascension St Susanna Parish,"15234 Myrtle AveHarvey, IL 60426","15234+Myrtle+AveHarvey,+IL+60426",(708) 333-3281,15234 Myrtle Ave,Harvey,60426
3539,True Holyness Chr-God & Christ,"15300 Loomis AveHarvey, IL 60426","15300+Loomis+AveHarvey,+IL+60426",(708) 333-9404,15300 Loomis Ave,Harvey,60426
3540,Faith United Methodist Church,"15015 Grant StDolton, IL 60419","15015+Grant+StDolton,+IL+60419",(708) 841-3939,15015 Grant St,Dolton,60419
3541,Immanuel Christian Reformed Church,"8302 Normandy AveBurbank, IL 60459","8302+Normandy+AveBurbank,+IL+60459",(708) 599-5335,8302 Normandy Ave,Burbank,60459
3542,Palos Umc Parsonage,"12116 S Coach RdPalos Heights, IL 60463","12116+S+Coach+RdPalos+Heights,+IL+60463",(708) 448-6016,12116 S Coach Rd,Palos Heights,60463
3543,Lorimer Baptist Church,"14801 Lincoln AveDolton, IL 60419","14801+Lincoln+AveDolton,+IL+60419",(708) 849-1630,14801 Lincoln Ave,Dolton,60419
3544,Saints Constantine & Helen Greek Orthodox Church,"11025 S Roberts RdPalos Hills, IL 60465","11025+S+Roberts+RdPalos+Hills,+IL+60465",(708) 974-3400,11025 S Roberts Rd,Palos Hills,60465
3545,St Gerard's Convent,"3536 W 161st StMarkham, IL 60428","3536+W+161st+StMarkham,+IL+60428",(708) 333-4560,3536 W 161st St,Markham,60428
3546,Jesus Name Pentecostal Church,"8747 S Roberts RdHickory Hills, IL 60457","8747+S+Roberts+RdHickory+Hills,+IL+60457",(708) 599-0331,8747 S Roberts Rd,Hickory Hills,60457
3547,Pilgrim M B Church,"8200 W 91st StHickory Hills, IL 60457","8200+W+91st+StHickory+Hills,+IL+60457",(708) 237-3780,8200 W 91st St,Hickory Hills,60457
3548,Faith Evangelical Lutheran Church,"12642 S Massasoit AvePalos Heights, IL 60463","12642+S+Massasoit+AvePalos+Heights,+IL+60463",(708) 389-3435,12642 S Massasoit Ave,Palos Heights,60463
3549,Church Of Christ,"13860 Cicero AveCrestwood, IL 60418","13860+Cicero+AveCrestwood,+IL+60418",(708) 389-6217,13860 Cicero Ave,Crestwood,60418
3550,Queen Of Apostles Church,"207 W 145th StRiverdale, IL 60827","207+W+145th+StRiverdale,+IL+60827",(708) 849-4901,207 W 145th St,Riverdale,60827
3551,Abounding In Christ Love Ministry,"14620 Lincoln AveDolton, IL 60419","14620+Lincoln+AveDolton,+IL+60419",(708) 849-2256,14620 Lincoln Ave,Dolton,60419
3552,St Spyridon Greek Orthodox Chr,"12307 S Ridgeland AvePalos Heights, IL 60463","12307+S+Ridgeland+AvePalos+Heights,+IL+60463",(708) 385-2311,12307 S Ridgeland Ave,Palos Heights,60463
3553,Oak Lawn Community Church,"9000 Ridgeland Ave Unit 1Oak Lawn, IL 60453","9000+Ridgeland+Ave+Unit+1Oak+Lawn,+IL+60453",(708) 599-4025,9000 Ridgeland Ave Unit 1,Oak Lawn,60453
3554,Holy Remnant of God,"14727 Artesian AveHarvey, IL 60426","14727+Artesian+AveHarvey,+IL+60426",(708) 331-9490,14727 Artesian Ave,Harvey,60426
3555,Our Lady Of Mt Carmel Church,"8404 Cass AveDarien, IL 60561","8404+Cass+AveDarien,+IL+60561",(630) 852-3303,8404 Cass Ave,Darien,60561
3556,SouthBridge Church,"15500 S 73rd AveOrland Park, IL 60462","15500+S+73rd+AveOrland+Park,+IL+60462",(708) 894-4065,15500 S 73rd Ave,Orland Park,60462
3557,Lansing Bible Church,"2200 183rd StLansing, IL 60438","2200+183rd+StLansing,+IL+60438",(708) 474-0455,2200 183rd St,Lansing,60438
3558,Surrender and Win,"142 Plainfield RdDarien, IL 60561","142+Plainfield+RdDarien,+IL+60561",(630) 986-0108,142 Plainfield Rd,Darien,60561
3559,Full Gospel Christian Assembly,"3451 175th StHazel Crest, IL 60429","3451+175th+StHazel+Crest,+IL+60429",(708) 922-1229,3451 175th St,Hazel Crest,60429
3560,Church Of Christ,"4010 206th StMatteson, IL 60443","4010+206th+StMatteson,+IL+60443",(708) 748-3370,4010 206th St,Matteson,60443
3561,The Stone Church,"10737 Orland PkwyOrland Park, IL 60467","10737+Orland+PkwyOrland+Park,+IL+60467",(708) 385-2770,10737 Orland Pkwy,Orland Park,60467
3562,Emmaus Community,"925 Macarthur DrChicago Heights, IL 60411","925+Macarthur+DrChicago+Heights,+IL+60411",(708) 481-7025,925 Macarthur Dr,Chicago Heights,60411
3563,Flossmoor Community Church,"2218 Hutchison RdFlossmoor, IL 60422","2218+Hutchison+RdFlossmoor,+IL+60422",(708) 798-2800,2218 Hutchison Rd,Flossmoor,60422
3564,Christian Church Of Clarendon Hills,"5750 Holmes AveClarendon Hills, IL 60514","5750+Holmes+AveClarendon+Hills,+IL+60514",(630) 323-3456,5750 Holmes Ave,Clarendon Hills,60514
3565,Word Of Faith Ministries,"18130 Springfield AveHomewood, IL 60430","18130+Springfield+AveHomewood,+IL+60430",(708) 206-2820,18130 Springfield Ave,Homewood,60430
3566,Restoration Church,"274 201st StChicago Heights, IL 60411","274+201st+StChicago+Heights,+IL+60411",(708) 543-2311,274 201st St,Chicago Heights,60411
3567,Chicago First Church of the Nazarene,"12725 Bell RdLemont, IL 60439","12725+Bell+RdLemont,+IL+60439",(708) 349-0454,12725 Bell Rd,Lemont,60439
3568,Parkview Christian Church,"11100 Orland PkwyOrland Park, IL 60467","11100+Orland+PkwyOrland+Park,+IL+60467",(708) 479-7373,11100 Orland Pkwy,Orland Park,60467
3569,Christ Evangelical Lutheran Church,"14700 S 94th AveOrland Park, IL 60462","14700+S+94th+AveOrland+Park,+IL+60462",(708) 349-0431,14700 S 94th Ave,Orland Park,60462
3570,Our Lady Of The Woods Parish,"10731 W 131st StOrland Park, IL 60462","10731+W+131st+StOrland+Park,+IL+60462",(708) 361-4754,10731 W 131st St,Orland Park,60462
3571,Lighthouse Community Church,"17500 Lighthouse LnLansing, IL 60438","17500+Lighthouse+LnLansing,+IL+60438",(708) 474-9045,17500 Lighthouse Ln,Lansing,60438
3572,First Christian Church,"2921 Ridge RdLansing, IL 60438","2921+Ridge+RdLansing,+IL+60438",(708) 474-5370,2921 Ridge Rd,Lansing,60438
3573,St Coletta's Of Illinois,"18350 Crossing DrTinley Park, IL 60487","18350+Crossing+DrTinley+Park,+IL+60487",(708) 342-5200,18350 Crossing Dr,Tinley Park,60487
3574,St. John's United Church of Christ,"11100 2nd StMokena, IL 60448","11100+2nd+StMokena,+IL+60448",(708) 479-5123,11100 2nd St,Mokena,60448
3575,Grace Fellowship Church,"11049 W La Porte RdMokena, IL 60448","11049+W+La+Porte+RdMokena,+IL+60448",(708) 479-0300,11049 W La Porte Rd,Mokena,60448
3576,Steeple Hill Christian Life Center,"9000 W 87th StHickory Hills, IL 60457","9000+W+87th+StHickory+Hills,+IL+60457",(708) 330-5252,9000 W 87th St,Hickory Hills,60457
3577,Saint Joseph's Parish,"17951 Dixie HwyHomewood, IL 60430","17951+Dixie+HwyHomewood,+IL+60430",(708) 798-0622,17951 Dixie Hwy,Homewood,60430
3578,St Julie Church,"7399 W 159th StTinley Park, IL 60477","7399+W+159th+StTinley+Park,+IL+60477",(708) 429-6767,7399 W 159th St,Tinley Park,60477
3579,St Josephs Church,"7240 W 57th StSummit Argo, IL 60501","7240+W+57th+StSummit+Argo,+IL+60501",(708) 458-0501,7240 W 57th St,Summit Argo,60501
3580,Homewood Church,"18301 Governors HwyHomewood, IL 60430","18301+Governors+HwyHomewood,+IL+60430",(708) 799-9360,18301 Governors Hwy,Homewood,60430
3581,Christian Life Center,"6363 183rd StTinley Park, IL 60477","6363+183rd+StTinley+Park,+IL+60477",(708) 429-7729,6363 183rd St,Tinley Park,60477
3582,The Dwelling Place,"619 Plainfield RdWillowbrook, IL 60527","619+Plainfield+RdWillowbrook,+IL+60527",(630) 734-0920,619 Plainfield Rd,Willowbrook,60527
3583,South Suburban Christian Academy,"4200 Maple AveMatteson, IL 60443","4200+Maple+AveMatteson,+IL+60443",(708) 748-0327,4200 Maple Ave,Matteson,60443
3584,Christian Fellowship Church,"22200 Richton RdRichton Park, IL 60471","22200+Richton+RdRichton+Park,+IL+60471",(708) 481-1514,22200 Richton Rd,Richton Park,60471
3585,First Pentecostal Church,"21 E Quincy StWestmont, IL 60559","21+E+Quincy+StWestmont,+IL+60559",(630) 964-0230,21 E Quincy St,Westmont,60559
3586,Household Of Faith,"2015 175th St Ste 1Lansing, IL 60438","2015+175th+St+Ste+1Lansing,+IL+60438",(708) 418-5750,2015 175th St Ste 1,Lansing,60438
3587,Ashburn Baptist Church,"15401 Wolf RdOrland Park, IL 60467","15401+Wolf+RdOrland+Park,+IL+60467",(708) 403-1363,15401 Wolf Rd,Orland Park,60467
3588,World Peace Ministries,"2304 186th StLansing, IL 60438","2304+186th+StLansing,+IL+60438",(708) 474-0077,2304 186th St,Lansing,60438
3589,Angie Ray Ministries,"4013 Lindenwood DrMatteson, IL 60443","4013+Lindenwood+DrMatteson,+IL+60443",(708) 503-1140,4013 Lindenwood Dr,Matteson,60443
3590,Saint Bernardines,"7246 Harrison StForest Park, IL 60130","7246+Harrison+StForest+Park,+IL+60130",(708) 366-0839,7246 Harrison St,Forest Park,60130
3591,St Anthony's Catholic Church,"7659 W Sauk TrlFrankfort, IL 60423","7659+W+Sauk+TrlFrankfort,+IL+60423",(815) 469-3750,7659 W Sauk Trl,Frankfort,60423
3592,Living Word Church,"2248 186th StLansing, IL 60438","2248+186th+StLansing,+IL+60438",(708) 895-4673,2248 186th St,Lansing,60438
3593,Palos Park Presbyterian Church,"12312 S 88th AvePalos Park, IL 60464","12312+S+88th+AvePalos+Park,+IL+60464",(708) 448-5220,12312 S 88th Ave,Palos Park,60464
3594,Bridgeview Church Of God,"7801 W 71st StBridgeview, IL 60455","7801+W+71st+StBridgeview,+IL+60455",(708) 496-8333,7801 W 71st St,Bridgeview,60455
3595,First Reformed Church,"3134 Ridge RdLansing, IL 60438","3134+Ridge+RdLansing,+IL+60438",(708) 474-9610,3134 Ridge Rd,Lansing,60438
3596,St Francis of Assisi Rectory,"15050 Wolf RdOrland Park, IL 60467","15050+Wolf+RdOrland+Park,+IL+60467",(708) 460-0042,15050 Wolf Rd,Orland Park,60467
3597,Calvary Baptist Church,"17430 94th CtTinley Park, IL 60487","17430+94th+CtTinley+Park,+IL+60487",(708) 349-0107,17430 94th Ct,Tinley Park,60487
3598,Family Harvest Church,"18500 92nd AveTinley Park, IL 60487","18500+92nd+AveTinley+Park,+IL+60487",(708) 614-6000,18500 92nd Ave,Tinley Park,60487
3599,Christian Reformed Church,"5140 Wolf RdWestern Springs, IL 60558","5140+Wolf+RdWestern+Springs,+IL+60558",(708) 246-4638,5140 Wolf Rd,Western Springs,60558
3600,Our Mother of Good Counsel,"16043 S Bell RdHomer Glen, IL 60491","16043+S+Bell+RdHomer+Glen,+IL+60491",(708) 301-6246,16043 S Bell Rd,Homer Glen,60491
3601,Hinsdale United Methodist Pre-School,"945 S Garfield StHinsdale, IL 60521","945+S+Garfield+StHinsdale,+IL+60521",(630) 325-1280,945 S Garfield St,Hinsdale,60521
3602,House of Prayer Ministries,"21942 Richton RdRichton Park, IL 60471","21942+Richton+RdRichton+Park,+IL+60471",(708) 747-0224,21942 Richton Rd,Richton Park,60471
3603,West Hills Community Church,"213 E 55th StWestmont, IL 60559","213+E+55th+StWestmont,+IL+60559",(630) 964-3599,213 E 55th St,Westmont,60559
3604,International Council Comm,"21116 Washington PkwyFrankfort, IL 60423","21116+Washington+PkwyFrankfort,+IL+60423",(815) 464-5690,21116 Washington Pkwy,Frankfort,60423
3605,Trinity  Lutheran Church and School,"6850 159th StTinley Park, IL 60477","6850+159th+StTinley+Park,+IL+60477",(708) 532-3529,6850 159th St,Tinley Park,60477
3606,Faith United Presbyterian Church,"6200 167th StTinley Park, IL 60477","6200+167th+StTinley+Park,+IL+60477",(708) 532-8877,6200 167th St,Tinley Park,60477
3607,God's Word Christian Center,"675 Wentworth AveCalumet City, IL 60409","675+Wentworth+AveCalumet+City,+IL+60409",(708) 730-9162,675 Wentworth Ave,Calumet City,60409
3608,Tinley Park Community Church,"7939 167th StTinley Park, IL 60477","7939+167th+StTinley+Park,+IL+60477",(708) 429-1911,7939 167th St,Tinley Park,60477
3609,Faith Christian Reformed Church,"8383 171st StTinley Park, IL 60477","8383+171st+StTinley+Park,+IL+60477",(708) 532-8300,8383 171st St,Tinley Park,60477
3610,St Stephens Catholic Church,"17500 84th AveTinley Park, IL 60487","17500+84th+AveTinley+Park,+IL+60487",(708) 342-2400,17500 84th Ave,Tinley Park,60487
3611,The Presbyterian Church,"13401 Wolf RdOrland Park, IL 60467","13401+Wolf+RdOrland+Park,+IL+60467",(708) 448-8142,13401 Wolf Rd,Orland Park,60467
3612,New Hope Church,"3642 Lake StLansing, IL 60438","3642+Lake+StLansing,+IL+60438",(708) 474-7717,3642 Lake St,Lansing,60438
3613,La Grange Bible Church,"850 7th AveLa Grange, IL 60525","850+7th+AveLa+Grange,+IL+60525",(708) 354-2485,850 7th Ave,La Grange,60525
3614,Eagle Rock Community Church,"16610 107th StOrland Park, IL 60467","16610+107th+StOrland+Park,+IL+60467",(708) 403-4540,16610 107th St,Orland Park,60467
3615,Christ Community Church,"13400 Bell RdLemont, IL 60439","13400+Bell+RdLemont,+IL+60439",(630) 257-7770,13400 Bell Rd,Lemont,60439
3616,Church Of The Holy Nativity,"275 S Richmond AveClarendon Hills, IL 60514","275+S+Richmond+AveClarendon+Hills,+IL+60514",(630) 323-6820,275 S Richmond Ave,Clarendon Hills,60514
3617,Eagle Rock Community Church,"14367 W 159th StHomer Glen, IL 60491","14367+W+159th+StHomer+Glen,+IL+60491",(708) 301-1900,14367 W 159th St,Homer Glen,60491
3618,Cottage Grove Christian Church,"16556 Cottage Grove AveSouth Holland, IL 60473","16556+Cottage+Grove+AveSouth+Holland,+IL+60473",(708) 331-0391,16556 Cottage Grove Ave,South Holland,60473
3619,Tinley Park United Methodist Church,"6875 173rd PlTinley Park, IL 60477","6875+173rd+PlTinley+Park,+IL+60477",(708) 532-2960,6875 173rd Pl,Tinley Park,60477
3620,Abundant Life Assembly,"7265 171st StTinley Park, IL 60477","7265+171st+StTinley+Park,+IL+60477",(708) 429-7781,7265 171st St,Tinley Park,60477
3621,First Baptist Church,"7025 179th StTinley Park, IL 60477","7025+179th+StTinley+Park,+IL+60477",(708) 532-3536,7025 179th St,Tinley Park,60477
