,id,name,Address1,Address2,PHONE,street,city,zipcode,state,affili
3891,3910,christ temple 2,"1427 ellis aveford heights, il 60411","1427+ellis+aveford+heights,+il+60411",(708) 758-1291,1427 ellis ave,ford heights,60411,il,
3895,3914,true light baptist church,"1602 drexel aveford heights, il 60411","1602+drexel+aveford+heights,+il+60411",(708) 758-0721,1602 drexel ave,ford heights,60411,il,
3898,3917,christ for everyone ministries,"1430 woodlawn aveford heights, il 60411","1430+woodlawn+aveford+heights,+il+60411",(708) 758-9395,1430 woodlawn ave,ford heights,60411,il,
3899,3918,new beginnings full gospel baptist church,"1448 lexington aveford heights, il 60411","1448+lexington+aveford+heights,+il+60411",(708) 753-0282,1448 lexington ave,ford heights,60411,il,
4057,4076,word of faith deliverance ministry,"1544 berkeley aveford heights, il 60411","1544+berkeley+aveford+heights,+il+60411",(708) 757-9377,1544 berkeley ave,ford heights,60411,il,
4497,4593,chosen people ministries,"13 middlebury lnlincolnshire, il 60069","13+middlebury+lnlincolnshire,+il+60069",(847) 444-0114,13 middlebury ln,lincolnshire,60069,il,
4506,4602,lutheran church of the holy spirit,"30 riverwoods rdlincolnshire, il 60069","30+riverwoods+rdlincolnshire,+il+60069",(847) 945-1550,30 riverwoods rd,lincolnshire,60069,il,
4393,4489,sacred heart church,"114 s elizabeth stlombard, il 60148","114+s+elizabeth+stlombard,+il+60148",(630) 627-0687,114 s elizabeth st,lombard,60148,il,
4399,4495,st. timothy evangelical lutheran church,"547 n main stlombard, il 60148","547+n+main+stlombard,+il+60148",(630) 627-2435,547 n main st,lombard,60148,il,
4400,4496,st john's evangelical luth chr,"215 s lincoln stlombard, il 60148","215+s+lincoln+stlombard,+il+60148",(630) 629-2515,215 s lincoln st,lombard,60148,il,
4402,4498,community of christ church,"405 westmore meyers rdlombard, il 60148","405+westmore+meyers+rdlombard,+il+60148",(630) 620-9077,405 westmore meyers rd,lombard,60148,il,
4403,4499,lombard gospel chapel,"369 n stewart avelombard, il 60148","369+n+stewart+avelombard,+il+60148",(630) 620-9700,369 n stewart ave,lombard,60148,il,
4404,4500,outreach house,"220 s main stlombard, il 60148","220+s+main+stlombard,+il+60148",(630) 693-0185,220 s main st,lombard,60148,il,
4408,4504,berean bible church,"535 e maple stlombard, il 60148","535+e+maple+stlombard,+il+60148",(630) 889-1090,535 e maple st,lombard,60148,il,
4413,4509,st john lutheran,"220 s lincoln avelombard, il 60148","220+s+lincoln+avelombard,+il+60148",(630) 932-3196,220 s lincoln ave,lombard,60148,il,
4418,4514,saint thomas mar thoma church,"710 n main stlombard, il 60148","710+n+main+stlombard,+il+60148",(630) 424-0399,710 n main st,lombard,60148,il,
4442,4538,assembly of god church of lombard,"447 w north avelombard, il 60148","447+w+north+avelombard,+il+60148",(630) 629-3388,447 w north ave,lombard,60148,il,
4443,4539,roman catholic diocese joliet,"26 w saint charles rdlombard, il 60148","26+w+saint+charles+rdlombard,+il+60148",(815) 723-3405,26 w saint charles rd,lombard,60148,il,
4445,4541,first united methodist church,"155 s main stlombard, il 60148","155+s+main+stlombard,+il+60148",(630) 627-2508,155 s main st,lombard,60148,il,
4446,4542,first church of lombard,"220 s main stlombard, il 60148","220+s+main+stlombard,+il+60148",(630) 629-2630,220 s main st,lombard,60148,il,
4447,4543,calvary episcopal church,"105 w maple stlombard, il 60148","105+w+maple+stlombard,+il+60148",(630) 620-8899,105 w maple st,lombard,60148,il,
4449,4545,society of christ in america,"786 w sunset avelombard, il 60148","786+w+sunset+avelombard,+il+60148",(630) 424-0401,786 w sunset ave,lombard,60148,il,
4450,4546,polish pastoral mission office,"21w411 sunset avelombard, il 60148","21w411+sunset+avelombard,+il+60148",(630) 268-8766,21w411 sunset ave,lombard,60148,il,
4461,4557,lombard bible church,"111 s park avelombard, il 60148","111+s+park+avelombard,+il+60148",(630) 629-0307,111 s park ave,lombard,60148,il,
4466,4562,our lady of lebanon church,"950 n grace stlombard, il 60148","950+n+grace+stlombard,+il+60148",(630) 932-9640,950 n grace st,lombard,60148,il,
4467,4563,chicago central korean adventist church,"611 w saint charles rdlombard, il 60148","611+w+saint+charles+rdlombard,+il+60148",(630) 916-1903,611 w saint charles rd,lombard,60148,il,
4514,4610,lombard church of the nazarene,"536 n columbine avelombard, il 60148","536+n+columbine+avelombard,+il+60148",(630) 627-9444,536 n columbine ave,lombard,60148,il,
4519,4615,parkwood community church,"660 e butterfield rdlombard, il 60148","660+e+butterfield+rdlombard,+il+60148",(630) 705-1126,660 e butterfield rd,lombard,60148,il,
4523,4619,spiritual awareness fellowship,"2200 s main st ste 101lombard, il 60148","2200+s+main+st+ste+101lombard,+il+60148",(630) 629-0615,2200 s main st ste 101,lombard,60148,il,
4531,4627,church of the brethren,"1s071 luther avelombard, il 60148","1s071+luther+avelombard,+il+60148",(630) 627-7411,1s071 luther ave,lombard,60148,il,
4535,4631,fountain of life church,"2s361 glen park rdlombard, il 60148","2s361+glen+park+rdlombard,+il+60148",(630) 627-7202,2s361 glen park rd,lombard,60148,il,
4537,4633,trinity lutheran school,"1165 westmore meyers rdlombard, il 60148","1165+westmore+meyers+rdlombard,+il+60148",(630) 627-5601,1165 westmore meyers rd,lombard,60148,il,
4539,4635,christ the king catholic church,"1501 s main stlombard, il 60148","1501+s+main+stlombard,+il+60148",(630) 629-1717,1501 s main st,lombard,60148,il,catholic
4542,4638,grace baptist church-lombard,"1100 s fairfield avelombard, il 60148","1100+s+fairfield+avelombard,+il+60148",(630) 629-1494,1100 s fairfield ave,lombard,60148,il,
4543,4639,lombard christian reformed church,"2020 s meyers rdlombard, il 60148","2020+s+meyers+rdlombard,+il+60148",(630) 495-3080,2020 s meyers rd,lombard,60148,il,episcopalian
4546,4642,community presbyterian church,"1111 e madison stlombard, il 60148","1111+e+madison+stlombard,+il+60148",(630) 627-0306,1111 e madison st,lombard,60148,il,
4548,4644,iglesia nueva comunidad,"1s071 luther avelombard, il 60148","1s071+luther+avelombard,+il+60148",(630) 261-9244,1s071 luther ave,lombard,60148,il,
4552,4648,taiwanese community church,"1420 s meyers rdlombard, il 60148","1420+s+meyers+rdlombard,+il+60148",(630) 519-4939,1420 s meyers rd,lombard,60148,il,
4553,4649,outreach community ministries,"1420 s meyers rdlombard, il 60148","1420+s+meyers+rdlombard,+il+60148",(331) 307-7124,1420 s meyers rd,lombard,60148,il,
4557,4653,proclaim truth,"1620 s highland avelombard, il 60148","1620+s+highland+avelombard,+il+60148",(630) 376-6660,1620 s highland ave,lombard,60148,il,christian bible church
4560,4656,northern baptist theological seminary,"660 e butterfield rdlombard, il 60148","660+e+butterfield+rdlombard,+il+60148",(630) 620-1728,660 e butterfield rd,lombard,60148,il,
4565,4661,lombard mennonite peace center,"101 w 22nd st ste 206lombard, il 60148","101+w+22nd+st+ste+206lombard,+il+60148",(630) 627-0507,101 w 22nd st ste 206,lombard,60148,il,
4589,4685,st pius x,"601 westmore meyers rdlombard, il 60148","601+westmore+meyers+rdlombard,+il+60148",(630) 627-2353,601 westmore meyers rd,lombard,60148,il,
4594,4690,faith united methodist church,"815 s finley rdlombard, il 60148","815+s+finley+rdlombard,+il+60148",(630) 627-1039,815 s finley rd,lombard,60148,il,
4600,4696,north american baptist foundation,"1025 s school stlombard, il 60148","1025+s+school+stlombard,+il+60148",(630) 613-9365,1025 s school st,lombard,60148,il,
4601,4697,god's congregation worship center,"1s071 luther avelombard, il 60148","1s071+luther+avelombard,+il+60148",(630) 620-0810,1s071 luther ave,lombard,60148,il,
4606,4702,lombard mennonite church,"528 e madison stlombard, il 60148","528+e+madison+stlombard,+il+60148",(630) 627-5310,528 e madison st,lombard,60148,il,
4622,4718,congregation etz chaim,"1710 s highland avelombard, il 60148","1710+s+highland+avelombard,+il+60148",(630) 627-3912,1710 s highland ave,lombard,60148,il,
4626,4722,holy trinity lutheran church,"350 e madison stlombard, il 60148","350+e+madison+stlombard,+il+60148",(630) 620-0072,350 e madison st,lombard,60148,il,
4649,4745,peace lutheran church,"21w500 butterfield rdlombard, il 60148","21w500+butterfield+rdlombard,+il+60148",(630) 627-1101,21w500 butterfield rd,lombard,60148,il,evangelical
3325,3344,community church of god,"8311 s 78th ctjustice, il 60458","8311+s+78th+ctjustice,+il+60458",(708) 233-9981,8311 s 78th ct,justice,60458,il,
3454,3473,greater christian center,"8311 s 78th ctjustice, il 60458","8311+s+78th+ctjustice,+il+60458",(630) 217-1806,8311 s 78th ct,justice,60458,il,
3474,3493,roberts road bible church,"8419 s roberts rdjustice, il 60458","8419+s+roberts+rdjustice,+il+60458",(708) 598-2330,8419 s roberts rd,justice,60458,il,
4070,4089,pope john paul ii euchris,"9000 w 81st stjustice, il 60458","9000+w+81st+stjustice,+il+60458",(708) 728-0840,9000 w 81st st,justice,60458,il,
4089,4108,holy cross hellenic orthodox,"7560 archer rdjustice, il 60458","7560+archer+rdjustice,+il+60458",(708) 594-2040,7560 archer rd,justice,60458,il,catholic
4117,4136,church of christ west suburban,"5141 saint charles rdberkeley, il 60163","5141+saint+charles+rdberkeley,+il+60163",(708) 544-7909,5141 saint charles rd,berkeley,60163,il,
4119,4138,dominion ministries,"5845 w elm aveberkeley, il 60163","5845+w+elm+aveberkeley,+il+60163",(708) 449-4537,5845 w elm ave,berkeley,60163,il,
3292,3311,moraine valley church,"6300 w 127th stpalos heights, il 60463","6300+w+127th+stpalos+heights,+il+60463",(708) 389-1268,6300 w 127th st,palos heights,60463,il,
3294,3313,palos bible church,"12701 s 70th avepalos heights, il 60463","12701+s+70th+avepalos+heights,+il+60463",(708) 448-2223,12701 s 70th ave,palos heights,60463,il,
3298,3317,palos lutheran church,"12436 s 71st ctpalos heights, il 60463","12436+s+71st+ctpalos+heights,+il+60463",(708) 448-2761,12436 s 71st ct,palos heights,60463,il,
3305,3324,harvest bible chapel palos,"6600 w 127th stpalos heights, il 60463","6600+w+127th+stpalos+heights,+il+60463",(708) 925-9296,6600 w 127th st,palos heights,60463,il,
3308,3327,lutheran church-good shepherd,"7800 w mccarthy rdpalos heights, il 60463","7800+w+mccarthy+rdpalos+heights,+il+60463",(708) 448-4170,7800 w mccarthy rd,palos heights,60463,il,
3335,3354,trinity presbyterian church palos,"12642 s massasoit avepalos heights, il 60463","12642+s+massasoit+avepalos+heights,+il+60463",(708) 762-9303,12642 s massasoit ave,palos heights,60463,il,
3337,3356,harvest intl ministries,"12642 s massasoit avepalos heights, il 60463","12642+s+massasoit+avepalos+heights,+il+60463",(708) 388-8270,12642 s massasoit ave,palos heights,60463,il,
3344,3363,elim christian school,"13020 s central avepalos heights, il 60463","13020+s+central+avepalos+heights,+il+60463",(708) 389-0555,13020 s central ave,palos heights,60463,il,
3368,3387,saint mary orthodox church,"6330 w 127th stpalos heights, il 60463","6330+w+127th+stpalos+heights,+il+60463",(708) 239-0004,6330 w 127th st,palos heights,60463,il,
3371,3390,sts joachim & anne armenian,"12600 s ridgeland avepalos heights, il 60463","12600+s+ridgeland+avepalos+heights,+il+60463",(708) 388-4940,12600 s ridgeland ave,palos heights,60463,il,
3402,3421,st alexander school,"12600 s palos avepalos heights, il 60463","12600+s+palos+avepalos+heights,+il+60463",(708) 448-0408,12600 s palos ave,palos heights,60463,il,
3472,3491,back to god ministries,"6555 w college drpalos heights, il 60463","6555+w+college+drpalos+heights,+il+60463",(708) 371-8700,6555 w college dr,palos heights,60463,il,
3476,3495,life church of chicagoland,"6600 w 127th stpalos heights, il 60463","6600+w+127th+stpalos+heights,+il+60463",(708) 824-1501,6600 w 127th st,palos heights,60463,il,
3485,3504,mass ron,"5757 w 127th stpalos heights, il 60463","5757+w+127th+stpalos+heights,+il+60463",(708) 597-8850,5757 w 127th st,palos heights,60463,il,
3511,3530,palos united methodist church,"12101 s harlem avepalos heights, il 60463","12101+s+harlem+avepalos+heights,+il+60463",(708) 448-0798,12101 s harlem ave,palos heights,60463,il,
3523,3542,palos umc parsonage,"12116 s coach rdpalos heights, il 60463","12116+s+coach+rdpalos+heights,+il+60463",(708) 448-6016,12116 s coach rd,palos heights,60463,il,
3529,3548,faith evangelical lutheran church,"12642 s massasoit avepalos heights, il 60463","12642+s+massasoit+avepalos+heights,+il+60463",(708) 389-3435,12642 s massasoit ave,palos heights,60463,il,
3533,3552,st spyridon greek orthodox chr,"12307 s ridgeland avepalos heights, il 60463","12307+s+ridgeland+avepalos+heights,+il+60463",(708) 385-2311,12307 s ridgeland ave,palos heights,60463,il,
2861,2880,bethany romanian church,"7301 n caldwell aveniles, il 60714","7301+n+caldwell+aveniles,+il+60714",(847) 647-1804,7301 n caldwell ave,niles,60714,il,
2883,2902,ascension lutheran church,"7429 n milwaukee aveniles, il 60714","7429+n+milwaukee+aveniles,+il+60714",(847) 647-9867,7429 n milwaukee ave,niles,60714,il,
2885,2904,first romanian fundamentalist baptist,"7280 n caldwell aveniles, il 60714","7280+n+caldwell+aveniles,+il+60714",(847) 647-9407,7280 n caldwell ave,niles,60714,il,
2886,2905,holy taxiarhai & saint haralambos greek orthodox church,"7373 n caldwell aveniles, il 60714","7373+n+caldwell+aveniles,+il+60714",(847) 647-8880,7373 n caldwell ave,niles,60714,il,
2887,2906,st michael's orthodox church,"7313 n waukegan rdniles, il 60714","7313+n+waukegan+rdniles,+il+60714",(847) 647-8398,7313 n waukegan rd,niles,60714,il,
2892,2911,first baptist church of niles,"7339 n waukegan rdniles, il 60714","7339+n+waukegan+rdniles,+il+60714",(847) 647-8751,7339 n waukegan rd,niles,60714,il,
2899,2918,st john brebeuf school,"8301 n harlem aveniles, il 60714","8301+n+harlem+aveniles,+il+60714",(847) 966-8145,8301 n harlem ave,niles,60714,il,
2930,2949,niles assembly of god church,"7900 n milwaukee aveniles, il 60714","7900+n+milwaukee+aveniles,+il+60714",(847) 470-9988,7900 n milwaukee ave,niles,60714,il,
2956,2975,global gayatri,"8507 w clara drniles, il 60714","8507+w+clara+drniles,+il+60714",(847) 692-7712,8507 w clara dr,niles,60714,il,
2963,2982,back up global ministry,"8105 w elizabeth aveniles, il 60714","8105+w+elizabeth+aveniles,+il+60714",(847) 768-1742,8105 w elizabeth ave,niles,60714,il,
2964,2983,lutheran church of the resurrection,"7147 w keeney stniles, il 60714","7147+w+keeney+stniles,+il+60714",(847) 966-8452,7147 w keeney st,niles,60714,il,
2966,2985,lutheran church of the resurrection,"8450 n shermer rdniles, il 60714","8450+n+shermer+rdniles,+il+60714",(847) 965-8210,8450 n shermer rd,niles,60714,il,
2967,2986,niles community church presbyterian,"7401 w oakton stniles, il 60714","7401+w+oakton+stniles,+il+60714",(847) 967-6921,7401 w oakton st,niles,60714,il,
2971,2990,our lady of ransom church,"8300 n greenwood aveniles, il 60714","8300+n+greenwood+aveniles,+il+60714",(847) 823-2550,8300 n greenwood ave,niles,60714,il,
2997,3016,st matthew's lutheran church,"9081 n maryland stniles, il 60714","9081+n+maryland+stniles,+il+60714",(847) 827-4360,9081 n maryland st,niles,60714,il,
2999,3018,st matthew's lutheran preschool,"9204 n milwaukee aveniles, il 60714","9204+n+milwaukee+aveniles,+il+60714",(847) 297-5898,9204 n milwaukee ave,niles,60714,il,
3005,3024,saint isaac jogues,"8101 w golf rdniles, il 60714","8101+w+golf+rdniles,+il+60714",(847) 966-1180,8101 w golf rd,niles,60714,il,
3006,3025,st isaac jogues,"8149 w golf rdniles, il 60714","8149+w+golf+rdniles,+il+60714",(847) 967-1060,8149 w golf rd,niles,60714,il,
3016,3035,lakeview korean united presbyterian church,"8257 w harrison stniles, il 60714","8257+w+harrison+stniles,+il+60714",(847) 966-5290,8257 w harrison st,niles,60714,il,Lutheran
3017,3036,midwest hanmi presbytery,"8257 w harrison st ste 201niles, il 60714","8257+w+harrison+st+ste+201niles,+il+60714",(847) 581-2852,8257 w harrison st ste 201,niles,60714,il,
3287,3306,mission of love evangelistic,"24 e 154th stharvey, il 60426","24+e+154th+stharvey,+il+60426",(708) 339-4357,24 e 154th st,harvey,60426,il,
3293,3312,divine mercy seat mbc,"15209 page aveharvey, il 60426","15209+page+aveharvey,+il+60426",(708) 596-0764,15209 page ave,harvey,60426,il,
3302,3321,new joy city ministries,"256 w 147th stharvey, il 60426","256+w+147th+stharvey,+il+60426",(708) 333-6549,256 w 147th st,harvey,60426,il,
3307,3326,new bethel church harvey,"15912 lincoln aveharvey, il 60426","15912+lincoln+aveharvey,+il+60426",(708) 331-8943,15912 lincoln ave,harvey,60426,il,
3311,3330,first pentecost missionary baptist church,"146th green stharvey, il 60426","146th+green+stharvey,+il+60426",(708) 339-7484,146th green st,harvey,60426,il,
3318,3337,nehemiah christian center ministries,"15215 center aveharvey, il 60426","15215+center+aveharvey,+il+60426",(708) 333-2233,15215 center ave,harvey,60426,il,
3341,3360,new life church of the harvest,"14320 page aveharvey, il 60426","14320+page+aveharvey,+il+60426",(708) 388-9673,14320 page ave,harvey,60426,il,
3349,3368,christ first baptist church,"14441 loomis aveharvey, il 60426","14441+loomis+aveharvey,+il+60426",(708) 331-0568,14441 loomis ave,harvey,60426,il,
3353,3372,saint mark covenant churches,"14618 lincoln aveharvey, il 60426","14618+lincoln+aveharvey,+il+60426",(708) 339-6400,14618 lincoln ave,harvey,60426,il,
3356,3375,st mark missionary baptist church,"14618 lincoln aveharvey, il 60426","14618+lincoln+aveharvey,+il+60426",(708) 333-2800,14618 lincoln ave,harvey,60426,il,
3357,3376,allen j claude cme church,"211 w 147th stharvey, il 60426","211+w+147th+stharvey,+il+60426",(708) 597-7787,211 w 147th st,harvey,60426,il,
3358,3377,first church of christ,"262 w 147th stharvey, il 60426","262+w+147th+stharvey,+il+60426",(708) 339-0747,262 w 147th st,harvey,60426,il,
3359,3378,outreach cogic,"200 w 147th stharvey, il 60426","200+w+147th+stharvey,+il+60426",(708) 331-4949,200 w 147th st,harvey,60426,il,
3362,3381,antioch faith tabernacle church,"14724 page aveharvey, il 60426","14724+page+aveharvey,+il+60426",(708) 333-1075,14724 page ave,harvey,60426,il,
3363,3382,bethlehem missionary baptist church,"20 e 147th stharvey, il 60426","20+e+147th+stharvey,+il+60426",(708) 596-1190,20 e 147th st,harvey,60426,il,
3364,3383,first baptist church,"117 e 147th stharvey, il 60426","117+e+147th+stharvey,+il+60426",(708) 339-3488,117 e 147th st,harvey,60426,il,
3366,3385,mt moriah m b church,"14845 leavitt aveharvey, il 60426","14845+leavitt+aveharvey,+il+60426",(708) 331-8169,14845 leavitt ave,harvey,60426,il,
3367,3386,jehovah's witnesses kingdom hall,"14905 vail aveharvey, il 60426","14905+vail+aveharvey,+il+60426",(708) 333-1539,14905 vail ave,harvey,60426,il,
3370,3389,wayside the potter house,"14900 lincoln aveharvey, il 60426","14900+lincoln+aveharvey,+il+60426",(708) 331-6298,14900 lincoln ave,harvey,60426,il,
3372,3391,new covenant assembly of peace cogic,"14832 page aveharvey, il 60426","14832+page+aveharvey,+il+60426",(708) 225-1068,14832 page ave,harvey,60426,il,evangelical
3373,3392,ame church,"14838 page aveharvey, il 60426","14838+page+aveharvey,+il+60426",(708) 713-4675,14838 page ave,harvey,60426,il,
3374,3393,hyde park african methodist episcopal church,"14838 page aveharvey, il 60426","14838+page+aveharvey,+il+60426",(708) 566-1884,14838 page ave,harvey,60426,il,
3375,3394,metropolitan church-christ,"111 e 148th stharvey, il 60426","111+e+148th+stharvey,+il+60426",(708) 333-5154,111 e 148th st,harvey,60426,il,baptist
3376,3395,bethel gospel tabernacle,"14931 lincoln aveharvey, il 60426","14931+lincoln+aveharvey,+il+60426",(708) 339-5130,14931 lincoln ave,harvey,60426,il,methodist
3377,3396,second baptist church,"163 w 150th stharvey, il 60426","163+w+150th+stharvey,+il+60426",(708) 331-7711,163 w 150th st,harvey,60426,il,churches of christ
3378,3397,immanuel missionary baptist,"15020 robey aveharvey, il 60426","15020+robey+aveharvey,+il+60426",(708) 333-7875,15020 robey ave,harvey,60426,il,pentecostal
3380,3399,shepherd's community church,"10 w 150th stharvey, il 60426","10+w+150th+stharvey,+il+60426",(708) 566-5722,10 w 150th st,harvey,60426,il,
3382,3401,first lutheran church of harvey,"45 e 150th stharvey, il 60426","45+e+150th+stharvey,+il+60426",(708) 331-4824,45 e 150th st,harvey,60426,il,baptist
3383,3402,andrews temple church of god in christ inc saint,"15046 honore aveharvey, il 60426","15046+honore+aveharvey,+il+60426",(708) 339-2861,15046 honore ave,harvey,60426,il,baptist
3386,3405,outreach church of god & christ,"15251 dixie hwyharvey, il 60426","15251+dixie+hwyharvey,+il+60426",(708) 331-8740,15251 dixie hwy,harvey,60426,il,christian jehovah's witnesses
3389,3408,shaffer a m e church,"15146 vine aveharvey, il 60426","15146+vine+aveharvey,+il+60426",(708) 333-8515,15146 vine ave,harvey,60426,il,
3394,3413,south suburban missionary baptist church,"15201 lexington aveharvey, il 60426","15201+lexington+aveharvey,+il+60426",(708) 333-9521,15201 lexington ave,harvey,60426,il,christian
3395,3414,harvey church of christ,"15246 marshfield aveharvey, il 60426","15246+marshfield+aveharvey,+il+60426",(708) 596-0698,15246 marshfield ave,harvey,60426,il,christian
3398,3417,heavely ministries,"146 w 154th stharvey, il 60426","146+w+154th+stharvey,+il+60426",(708) 566-4743,146 w 154th st,harvey,60426,il,
3399,3418,saint clements episcopal church,"15245 loomis aveharvey, il 60426","15245+loomis+aveharvey,+il+60426",(708) 331-6307,15245 loomis ave,harvey,60426,il,christian
3400,3419,new shining light church of god,"15400 lincoln ave ste 1harvey, il 60426","15400+lincoln+ave+ste+1harvey,+il+60426",(708) 596-8514,15400 lincoln ave ste 1,harvey,60426,il,
3401,3420,holy bible community outreach services,"15301 lexington aveharvey, il 60426","15301+lexington+aveharvey,+il+60426",(708) 333-8481,15301 lexington ave,harvey,60426,il,Lutheran
3404,3423,church of jesus christ apostolic,"15323 turlington aveharvey, il 60426","15323+turlington+aveharvey,+il+60426",(708) 339-7787,15323 turlington ave,harvey,60426,il,
3405,3424,abundance baptist church,"15344 lexington aveharvey, il 60426","15344+lexington+aveharvey,+il+60426",(708) 331-5177,15344 lexington ave,harvey,60426,il,pentecostal
3406,3425,bible church of reconciliation,"117 e 154th stharvey, il 60426","117+e+154th+stharvey,+il+60426",(708) 331-4009,117 e 154th st,harvey,60426,il,
3407,3426,victory christian church,"15406 lexington aveharvey, il 60426","15406+lexington+aveharvey,+il+60426",(708) 596-9673,15406 lexington ave,harvey,60426,il,
3409,3428,faith deliverance church,"15438 myrtle aveharvey, il 60426","15438+myrtle+aveharvey,+il+60426",(708) 339-3105,15438 myrtle ave,harvey,60426,il,
3410,3429,new bethel baptist church,"182 e 154th stharvey, il 60426","182+e+154th+stharvey,+il+60426",(708) 333-1102,182 e 154th st,harvey,60426,il,
3411,3430,universal baptist church,"163 w 156th stharvey, il 60426","163+w+156th+stharvey,+il+60426",(708) 333-1040,163 w 156th st,harvey,60426,il,
3412,3431,chicago black methodists for church renewal inc,"15446 lexington aveharvey, il 60426","15446+lexington+aveharvey,+il+60426",(708) 940-5315,15446 lexington ave,harvey,60426,il,
3415,3434,new life church of god-christ,"148 e 155th stharvey, il 60426","148+e+155th+stharvey,+il+60426",(708) 596-4032,148 e 155th st,harvey,60426,il,
3416,3435,new mount olive baptist church,"15643 wood stharvey, il 60426","15643+wood+stharvey,+il+60426",(708) 333-4589,15643 wood st,harvey,60426,il,
3420,3439,church of the living god,"15719 lexington aveharvey, il 60426","15719+lexington+aveharvey,+il+60426",(708) 333-7050,15719 lexington ave,harvey,60426,il,
3424,3443,holy temple evangelistic church,"15912 lincoln aveharvey, il 60426","15912+lincoln+aveharvey,+il+60426",(708) 333-9382,15912 lincoln ave,harvey,60426,il,baptist
3428,3447,golden touch communications,"16013 wood stharvey, il 60426","16013+wood+stharvey,+il+60426",(708) 825-9361,16013 wood st,harvey,60426,il,
3432,3451,restoration ministries,"253 e 159th stharvey, il 60426","253+e+159th+stharvey,+il+60426",(708) 333-3370,253 e 159th st,harvey,60426,il,
3452,3471,united pentecostal church,"16423 lathrop aveharvey, il 60426","16423+lathrop+aveharvey,+il+60426",(708) 339-5800,16423 lathrop ave,harvey,60426,il,
3463,3482,kingdom life worship center,"16423 halsted stharvey, il 60426","16423+halsted+stharvey,+il+60426",(708) 825-9539,16423 halsted st,harvey,60426,il,
3467,3486,morning star christian assembly,"15921 wood stharvey, il 60426","15921+wood+stharvey,+il+60426",(708) 331-8903,15921 wood st,harvey,60426,il,
3471,3490,prayer & praise evangelistic,"14401 halsted stharvey, il 60426","14401+halsted+stharvey,+il+60426",(708) 331-0185,14401 halsted st,harvey,60426,il,pentecostal
3478,3497,the st. john baptist catholic church,"15746 union aveharvey, il 60426","15746+union+aveharvey,+il+60426",(708) 333-0184,15746 union ave,harvey,60426,il,
3486,3505,ruff day traders,"14926 honore aveharvey, il 60426","14926+honore+aveharvey,+il+60426",(708) 566-5051,14926 honore ave,harvey,60426,il,christian
3487,3506,unity fellowship church of christ,"515 e 147th plharvey, il 60426","515+e+147th+plharvey,+il+60426",(708) 339-9323,515 e 147th pl,harvey,60426,il,
3488,3507,zion travelers,"14875 wallace stharvey, il 60426","14875+wallace+stharvey,+il+60426",(708) 210-9531,14875 wallace st,harvey,60426,il,
3489,3508,central christian church,"15215 center aveharvey, il 60426","15215+center+aveharvey,+il+60426",(708) 333-7305,15215 center ave,harvey,60426,il,
3508,3527,house of prayer,"14729 page aveharvey, il 60426","14729+page+aveharvey,+il+60426",(708) 333-5601,14729 page ave,harvey,60426,il,christian
3516,3535,kizer memorial cogic,"15001 paulina stharvey, il 60426","15001+paulina+stharvey,+il+60426",(708) 596-0436,15001 paulina st,harvey,60426,il,
3517,3536,christ miracle healing center,"15027 page aveharvey, il 60426","15027+page+aveharvey,+il+60426",(708) 333-8014,15027 page ave,harvey,60426,il,
3519,3538,ascension st susanna parish,"15234 myrtle aveharvey, il 60426","15234+myrtle+aveharvey,+il+60426",(708) 333-3281,15234 myrtle ave,harvey,60426,il,
3520,3539,true holyness chr-god & christ,"15300 loomis aveharvey, il 60426","15300+loomis+aveharvey,+il+60426",(708) 333-9404,15300 loomis ave,harvey,60426,il,
3535,3554,holy remnant of god,"14727 artesian aveharvey, il 60426","14727+artesian+aveharvey,+il+60426",(708) 331-9490,14727 artesian ave,harvey,60426,il,pentecostal
4064,4083,valley kingdom ministries,"17100 halsted stharvey, il 60426","17100+halsted+stharvey,+il+60426",(708) 596-3070,17100 halsted st,harvey,60426,il,
4152,4248,society of the divine word,"1985 waukegan rdtechny, il 60082","1985+waukegan+rdtechny,+il+60082",(847) 272-2700,1985 waukegan rd,techny,60082,il,
3317,3336,faith baptist church,"14841 s kedzie aveposen, il 60469","14841+s+kedzie+aveposen,+il+60469",(708) 597-2325,14841 s kedzie ave,posen,60469,il,
3331,3350,st stanislaus parish,"14414 s mckinley aveposen, il 60469","14414+s+mckinley+aveposen,+il+60469",(708) 597-4910,14414 s mckinley ave,posen,60469,il,
3338,3357,house of mercy everlasting,"14616 s western aveposen, il 60469","14616+s+western+aveposen,+il+60469",(708) 577-4696,14616 s western ave,posen,60469,il,
3477,3496,abounding life church god in,"14615 s mozart aveposen, il 60469","14615+s+mozart+aveposen,+il+60469",(708) 371-0386,14615 s mozart ave,posen,60469,il,
3484,3503,greater love church of god in christ,"14616 s western aveposen, il 60469","14616+s+western+aveposen,+il+60469",(708) 824-9475,14616 s western ave,posen,60469,il,
3554,3573,st coletta's of illinois,"18350 crossing drtinley park, il 60487","18350+crossing+drtinley+park,+il+60487",(708) 342-5200,18350 crossing dr,tinley park,60487,il,
3559,3578,st julie church,"7399 w 159th sttinley park, il 60477","7399+w+159th+sttinley+park,+il+60477",(708) 429-6767,7399 w 159th st,tinley park,60477,il,
3562,3581,christian life center,"6363 183rd sttinley park, il 60477","6363+183rd+sttinley+park,+il+60477",(708) 429-7729,6363 183rd st,tinley park,60477,il,
